Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.3344094049652413,1.003404592776161,-0.5881536502684448,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.3072689681330572,-2.286103291262298,0.4146987153827147,3,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.024847712668779658,-1.145284515210515,-0.04523587317144697,3,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.15561522811180872,-2.1820100668032536,0.43763743869176136,3,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.18308828779003664,-1.2304044622053123,0.19992872402526504,3,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.22527685246531046,1.6348647769882194,-0.27856341373024074,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.19833089001921303,3.020118885220498,11.574082906750654,1,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.40176442708504034,2.78424475596708,20.616175506361643,1,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.16784783079603716,-1.1441675852849618,-0.04183827761603996,3,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.13934355801051165,-1.1477346542606284,-0.04709370370767202,3,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.2122844310699698,-0.8917518501705457,0.08716048036999374,3,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.3613826876077237,0.8920270213411136,-0.3557158084544102,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.37273994384118153,3.419762156139477,9.473827073063728,1,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.3888494471858251,1.2559859364097088,-0.4589882087071836,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.36534337842539616,1.2834969066607105,-0.4614708804187881,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.2890236188623296,0.817223516174243,-0.2554411860521095,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.33189865694279636,1.480581425306023,-0.07974591908706158,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.09749840804052162,-2.007308845360926,0.40086193412988497,3,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3113173952037512,-2.286453158539378,0.4146567408647648,3,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.16808490981577143,-1.1441613691018702,-0.04183453369267941,3,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.1678779562506445,-2.249158013037873,0.4188052504278678,3,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3625443022404163,1.5023297228015033,-0.5880813148383017,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.33889323875108335,1.003428602092521,-0.58807441316061,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3388749471221908,1.0034277391499788,-0.5880746674829833,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.1642906016777601,-2.106466949034188,0.43611100932219315,3,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.28340324422787344,0.8171295728014091,-0.2555347553982579,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.15051249371524708,-2.2248069065333,0.32706183791736054,3,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.3609260580365633,1.5672434642057316,-0.03327492121780056,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.3449992232478495,1.6263055740818393,-0.043651856762315644,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.33859139223326185,1.0034186712216788,-0.5880789982088351,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.9004887774546377,1.8795985995136886,0.302109919417753,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.21731421725934277,-0.8916221930000409,0.08724011044857957,3,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.39343017641796807,1.72034531721937,-0.46165498211927447,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3451879720535265,1.6263054077363803,-0.043648415199864135,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.30357608439064365,-2.2859909284630113,0.4147556332585787,3,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.31059033050357054,0.7024521983855154,0.03288745996010367,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.2854506911968538,1.0014273243839407,-0.5888643126328107,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.19201956463163636,-0.6452353907505982,-0.04183852655608404,3,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.15525629773989078,-2.2437567602517,0.4294949135065718,3,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.37071360411660215,0.7569289414209097,-0.10476730142844823,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.16677411197383987,-2.1843080451629207,0.40891744810866826,3,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.2895577563089313,0.8172771369497436,-0.25543632019632584,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.15281357340019006,-2.2246711447993577,0.3270913806377694,3,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.30750429570942944,-2.2862854153423338,0.4147108516636898,3,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5780151621766424,-2.1748959947347273,0.43801804802329214,3,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.112416861190586,-2.3614238685098017,0.38871377756362274,3,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.1419309715682155,1.0022751244440637,-0.5915461747266915,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.28981004053496506,0.8172563198121922,-0.25542986467032286,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.15188162808134203,-2.196113889391751,0.39472040835968353,3,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.35229618596302475,1.9103080287212604,-0.7129487994366034,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.31718542019204937,-2.2862694695600396,0.41453366236977945,3,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.33806533321750415,1.003396379273256,-0.5880865399757623,0,EmaratCoin
DKD,X15,PoS,30284196.369129,90000000.0,-0.20964788821937969,1.676331682374842,-0.27422109968625785,0,Dekado
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.232146414535679,0.11692816415189773,-0.4336992446977086,0,Lynx
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.34320549399651645,1.5339152009032402,-0.1290079267756868,0,Poseidon Quark
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2596782059849131,0.6566315275987296,-0.04167744466177721,0,BitcoinWSpectrum
MUSE,DPoS,PoS,18194936.0,18081806.0,1.016352230957652,1.7289675444584633,0.10102904834286934,0,Muse
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.18877564895288315,-1.2589627416202953,0.2464809175551601,3,Motion
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.10901408823579789,-2.1361213421733147,0.41417805204609964,3,PlusOneCoin
AXE,X11,PoW,4993030.69736615,21000000.0,-0.2182019584574504,-0.8915932787711837,0.08725362161701375,3,Axe
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.35863625855679676,0.8886005726590532,-0.29977376530620453,0,Trivechain
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.3476111102206786,1.5342287651406012,-0.12895619706998857,0,Dystem
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.3964472953481029,1.7203907272283152,-0.4616043000778703,0,Giant
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.17053997456900277,0.808905564890872,-0.2568427516301932,0,Peony Coin
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.36886219115415453,0.917455976238549,-0.34606383577137073,0,Absolute Coin
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.3463302042017432,1.5342121582970727,-0.1289779546474829,0,Vitae
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.1681095118777401,-1.1441629325497442,-0.04183394620425317,3,HexCoin
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.3317697747260336,1.002935977729006,-0.5881593506954954,0,TPCash
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.1324228894509506,-2.2151883584358054,0.3490812119974287,3,Webchain
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.15776312395439154,-2.226654818413172,0.3049297140531827,3,Ryo
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.19346358415466128,-0.864154269181487,0.08475506172655513,3,Urals Coin
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.101376116146807,-2.2282049346835957,0.3970114203263409,3,Qwertycoin
ARE,X11,PoS,19269509.94,55000000.0,-0.3397181080021949,1.0698230565313835,-0.12634538128428913,0,ARENON
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.388322571936654,1.2559844852295852,-0.458997642939547,0,EUNO
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.28705476631545335,0.8171875317092339,-0.2554736868940057,0,MMOCoin
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.3442877698005681,1.626240277508532,-0.04365888971062696,0,Ketan
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.09860639913733216,-1.3050063302630015,0.17122341665952592,3,Project Pai
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.35506839093849074,0.9604386376498216,-0.38411560251389676,0,XDNA
PAXEX,X11,PoS,4504639.0,100000000.0,-0.3395795899353198,1.0697950931388642,-0.1263453766034254,0,PAXEX
AZART,X11,PoW,5015881.37315389,25000000.0,-0.2181733230820489,-0.8915952534517994,0.08725327967459208,3,Azart
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.19836563668798451,0.9949099533048119,-0.5898580863967107,0,ThunderStake
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.24701263065008314,1.9633200633437238,-0.2418718735827569,0,Kcash
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.18820334319671167,-1.2590007579416704,0.24647395290378138,3,Xchange
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.3410210923468587,3.2138028012326525,15.34281676132141,1,Acute Angle Cloud
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.06001212016476321,-2.108607459627057,0.43441077046758864,3,CrypticCoin
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.31662680786972647,1.0973497537697505,-0.12882194014255108,0,Bettex coin
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.15221125964367027,-2.2247050461564424,0.3270835004790333,3,Actinium
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.13879514911760493,-1.3047721379633312,0.17193191002449576,3,Bitcoin SV
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.37484756310066303,0.5612763015937349,-0.1759633860683098,0,BitMoney
JMC,X11,PoS,17209923728.3266,0.0,-0.1299675020874934,1.0764284352775497,-0.13074833793375645,0,Junson Ming Chan Coin
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.3833521578045678,-2.2892800115628362,0.41360369553400794,3,FREDEnergy
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.3957417045833069,1.720377752442608,-0.46161594052152266,0,HerbCoin
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.1519262262143933,-2.1852788877858123,0.42396880618952854,3,Universal Molecule
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.1523181568396438,-2.1852338133390887,0.42397186038109097,3,Lithium
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.2866817057593499,-0.14507872052661366,0.22253042276298982,3,PirateCash
EXO,Exosis,PoW,406091.925,21000000.0,-0.12268241946329023,-2.1552730368057325,0.3613129475709405,3,Exosis
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.16700152803340648,-1.1441985144427713,-0.04185085496971671,3,Block-Logic
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.3385953312804223,1.0034250078112805,-0.5880794975933017,0,Oduwa
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.16335984939370005,-2.1065761986552416,0.4361039551346656,3,Beam
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.39619795137903,1.7203885663539311,-0.4616086320237784,0,Galilel
BTH,Equihash,PoW,25150787.5,30886000.0,-0.16513269262562058,-2.1064652346178914,0.4361261423137957,3,Bithereum
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.3477281253305158,1.534230578728369,-0.1289542361542893,0,Crypto Sports
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5681501858061158,0.9781353690400595,-0.6022622305931159,0,Credit
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.1753926979436348,-1.541956006157866,0.19131744288801322,3,SLICE
DASHP,X11,PoS,715659.44237941,19700000.0,-0.34019515447657633,1.0698334605112891,-0.12633765825316073,0,Dash Platinum
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.3380782029039548,1.0033959764086513,-0.5880862700413904,0,Nasdacoin
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.3597974962398917,1.283354694391316,-0.461558748634777,0,Beetle Coin
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.3070091164367041,1.9082086128032645,-0.71358180132076,0,Titan Coin
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.38588728870043504,1.2557951443470192,-0.4590247948031332,0,Award
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.1380710183818119,-1.3047803341713695,0.17191950247770243,3,BLAST
XRC,X13,PoW,1170292.5,2100000.0,-0.1118023758579362,-0.3262549882698312,-0.06484514048602885,3,Bitcoin Rhodium
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.1369386868507554,-1.3048195360505848,0.17190247784287183,3,GlobalToken
